CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
77	0	1	0.00	1

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	80	125	39.02	205
2	75	95	44.12	170
3	72	126	36.36	198
4	67	124	35.08	191
5	64	111	36.57	175
6	60	106	36.14	166
7	50	95	34.48	145
8	51	94	35.17	145
9	32	79	28.83	111
10	38	67	36.19	105
11	27	59	31.40	86
12	26	54	32.50	80
13	18	41	30.51	59
14	15	43	25.86	58
15	11	39	22.00	50
16	8	36	18.18	44
17	7	39	15.22	46
18	3	26	10.34	29
19	2	33	5.71	35
20	5	25	16.67	30
21	2	30	6.25	32
22	1	26	3.70	27
23	1	30	3.23	31
24	0	31	0.00	31
25	0	25	0.00	25
26	1	25	3.85	26
27	2	20	9.09	22
28	2	20	9.09	22
29	0	26	0.00	26
30	1	31	3.12	32
31	0	25	0.00	25
32	0	33	0.00	33
33	0	17	0.00	17
34	0	25	0.00	25
35	0	22	0.00	22
36	1	19	5.00	20
37	0	11	0.00	11
38	0	7	0.00	7
39	0	13	0.00	13
40	0	20	0.00	20
41	0	14	0.00	14
42	0	12	0.00	12
43	0	15	0.00	15
44	0	13	0.00	13
45	0	18	0.00	18
46	0	15	0.00	15
47	0	10	0.00	10
48	0	12	0.00	12
49	1	14	6.67	15
50	0	14	0.00	14
51	0	8	0.00	8
52	1	7	12.50	8
53	0	9	0.00	9
54	0	8	0.00	8
55	0	14	0.00	14
56	0	9	0.00	9
57	0	9	0.00	9
58	0	12	0.00	12
59	0	14	0.00	14
60	0	5	0.00	5
61	0	4	0.00	4
62	0	9	0.00	9
63	0	9	0.00	9
64	0	7	0.00	7
65	0	4	0.00	4
66	0	4	0.00	4
67	0	2	0.00	2
68	0	1	0.00	1
69	0	2	0.00	2
70	0	1	0.00	1
71	0	2	0.00	2
72	0	2	0.00	2
73	0	0		0
74	0	1	0.00	1
75	0	0		0
76	0	0		0
77	0	0		0

