CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
131	371	35954	1.02	36325
132	367	36180	1.00	36547
133	347	36357	0.95	36704
134	351	36298	0.96	36649
135	376	36090	1.03	36466
136	359	36300	0.98	36659
137	350	36322	0.95	36672
138	347	35820	0.96	36167
139	354	35549	0.99	35903
140	367	35694	1.02	36061
141	402	35651	1.12	36053
142	359	35644	1.00	36003
143	342	35497	0.95	35839
144	360	35421	1.01	35781
145	398	35440	1.11	35838
146	518	35154	1.45	35672
147	503	34705	1.43	35208
148	547	34867	1.54	35414
149	699	35077	1.95	35776
150	656	34302	1.88	34958
151	1001	32469	2.99	33470

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	2448	164791	1.46	167239
2	1800	152551	1.17	154351
3	1281	116898	1.08	118179
4	1415	127081	1.10	128496
5	1348	133072	1.00	134420
6	1419	136950	1.03	138369
7	1260	127643	0.98	128903
8	1286	130031	0.98	131317
9	1274	130369	0.97	131643
10	1176	125749	0.93	126925
11	1337	133327	0.99	134664
12	1345	134509	0.99	135854
13	1249	131571	0.94	132820
14	1173	129913	0.89	131086
15	1238	129528	0.95	130766
16	1270	128783	0.98	130053
17	1260	129137	0.97	130397
18	1181	128579	0.91	129760
19	1202	129311	0.92	130513
20	1164	129563	0.89	130727
21	1199	129642	0.92	130841
22	1190	129490	0.91	130680
23	1175	129210	0.90	130385
24	1215	128254	0.94	129469
25	1216	128666	0.94	129882
26	1217	129133	0.93	130350
27	1196	128380	0.92	129576
28	1204	128298	0.93	129502
29	1268	129266	0.97	130534
30	1165	128036	0.90	129201
31	1176	128212	0.91	129388
32	1178	128183	0.91	129361
33	1192	128090	0.92	129282
34	1094	127992	0.85	129086
35	1191	128312	0.92	129503
36	1156	127472	0.90	128628
37	1131	127656	0.88	128787
38	1232	127246	0.96	128478
39	1143	127166	0.89	128309
40	1124	127025	0.88	128149
41	1204	127760	0.93	128964
42	1212	126936	0.95	128148
43	1080	126581	0.85	127661
44	1113	126682	0.87	127795
45	1138	126696	0.89	127834
46	1161	127099	0.91	128260
47	1103	127140	0.86	128243
48	1116	126205	0.88	127321
49	1172	126696	0.92	127868
50	1130	126323	0.89	127453
51	1095	125665	0.86	126760
52	1191	125885	0.94	127076
53	1114	125493	0.88	126607
54	1110	125045	0.88	126155
55	1171	125505	0.92	126676
56	1102	125808	0.87	126910
57	1106	125718	0.87	126824
58	1108	125310	0.88	126418
59	1084	124747	0.86	125831
60	1090	124246	0.87	125336
61	1113	124144	0.89	125257
62	1061	124721	0.84	125782
63	1074	123982	0.86	125056
64	1036	124074	0.83	125110
65	1083	124199	0.86	125282
66	1072	122801	0.87	123873
67	1092	122653	0.88	123745
68	1091	123541	0.88	124632
69	1093	123498	0.88	124591
70	1024	123852	0.82	124876
71	1075	123171	0.87	124246
72	1072	122411	0.87	123483
73	1094	122293	0.89	123387
74	977	122436	0.79	123413
75	1081	122430	0.88	123511
76	994	122568	0.80	123562
77	1006	121662	0.82	122668
78	1024	121393	0.84	122417
79	1058	121271	0.86	122329
80	1047	121798	0.85	122845
81	977	121285	0.80	122262
82	963	121335	0.79	122298
83	965	121445	0.79	122410
84	992	120173	0.82	121165
85	975	120201	0.80	121176
86	949	120208	0.78	121157
87	969	120611	0.80	121580
88	986	119744	0.82	120730
89	1013	120339	0.83	121352
90	999	120130	0.82	121129
91	999	119408	0.83	120407
92	973	119587	0.81	120560
93	937	120435	0.77	121372
94	895	119541	0.74	120436
95	992	119765	0.82	120757
96	944	119260	0.79	120204
97	988	119291	0.82	120279
98	955	118998	0.80	119953
99	967	118836	0.81	119803
100	977	118595	0.82	119572
101	945	118725	0.79	119670
102	926	118686	0.77	119612
103	899	118222	0.75	119121
104	879	117973	0.74	118852
105	885	117389	0.75	118274
106	965	117914	0.81	118879
107	918	117880	0.77	118798
108	963	117578	0.81	118541
109	954	117800	0.80	118754
110	963	117489	0.81	118452
111	926	117147	0.78	118073
112	925	116755	0.79	117680
113	934	117485	0.79	118419
114	914	116678	0.78	117592
115	954	115971	0.82	116925
116	957	116422	0.82	117379
117	919	116891	0.78	117810
118	910	115878	0.78	116788
119	905	116124	0.77	117029
120	878	115773	0.75	116651
121	917	115599	0.79	116516
122	937	115585	0.80	116522
123	951	115750	0.81	116701
124	925	115044	0.80	115969
125	911	115100	0.79	116011
126	944	114870	0.82	115814
127	982	114726	0.85	115708
128	957	114515	0.83	115472
129	910	115124	0.78	116034
130	916	114758	0.79	115674
131	930	114391	0.81	115321
132	905	113902	0.79	114807
133	926	113993	0.81	114919
134	913	113877	0.80	114790
135	865	113888	0.75	114753
136	892	113577	0.78	114469
137	873	113755	0.76	114628
138	885	113695	0.77	114580
139	900	113077	0.79	113977
140	906	114008	0.79	114914
141	920	112999	0.81	113919
142	881	113000	0.77	113881
143	892	113670	0.78	114562
144	924	112463	0.81	113387
145	880	112063	0.78	112943
146	1106	111986	0.98	113092
147	1287	112163	1.13	113450
148	1211	111765	1.07	112976
149	1452	110643	1.30	112095
150	1826	109682	1.64	111508
151	2045	106732	1.88	108777

