CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
117	3158	17304	15.43	20462
118	3223	17203	15.78	20426
119	3121	17140	15.40	20261
120	3142	17329	15.35	20471
121	3153	16935	15.70	20088
122	3267	17159	15.99	20426
123	3087	16956	15.40	20043
124	3249	17064	15.99	20313
125	3145	17070	15.56	20215
126	3173	16988	15.74	20161
127	3120	16853	15.62	19973
128	3201	16953	15.88	20154
129	3223	16726	16.16	19949
130	3248	16813	16.19	20061
131	3223	16639	16.23	19862
132	3242	16824	16.16	20066
133	3257	16743	16.29	20000
134	3214	16788	16.07	20002
135	3203	16641	16.14	19844
136	3301	16871	16.36	20172
137	3154	16448	16.09	19602
138	3257	16324	16.63	19581
139	3283	16557	16.55	19840
140	3257	16524	16.47	19781
141	3206	16381	16.37	19587
142	3248	16633	16.34	19881
143	3246	16382	16.54	19628
144	3212	16204	16.54	19416
145	3165	16194	16.35	19359
146	3154	15804	16.64	18958
147	3223	15690	17.04	18913
148	3152	15294	17.09	18446
149	3671	14978	19.68	18649
150	4368	14569	23.07	18937
151	3871	13561	22.21	17432

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	1095	91156	1.19	92251
2	610	65942	0.92	66552
3	732	84673	0.86	85405
4	544	80693	0.67	81237
5	506	85623	0.59	86129
6	488	81387	0.60	81875
7	410	73567	0.55	73977
8	466	75074	0.62	75540
9	468	80158	0.58	80626
10	433	75154	0.57	75587
11	506	82826	0.61	83332
12	521	76087	0.68	76608
13	460	77448	0.59	77908
14	425	77654	0.54	78079
15	479	76795	0.62	77274
16	496	77424	0.64	77920
17	423	76766	0.55	77189
18	428	77088	0.55	77516
19	468	76734	0.61	77202
20	401	77369	0.52	77770
21	429	76549	0.56	76978
22	410	77310	0.53	77720
23	479	76116	0.63	76595
24	421	76155	0.55	76576
25	454	75537	0.60	75991
26	433	75560	0.57	75993
27	429	75398	0.57	75827
28	457	75855	0.60	76312
29	452	76510	0.59	76962
30	450	75591	0.59	76041
31	432	75206	0.57	75638
32	427	75160	0.56	75587
33	432	75141	0.57	75573
34	393	75172	0.52	75565
35	421	74782	0.56	75203
36	427	74279	0.57	74706
37	434	74317	0.58	74751
38	430	74112	0.58	74542
39	416	74222	0.56	74638
40	398	74352	0.53	74750
41	396	74511	0.53	74907
42	375	74150	0.50	74525
43	406	74197	0.54	74603
44	379	74149	0.51	74528
45	420	73439	0.57	73859
46	403	73360	0.55	73763
47	417	73495	0.56	73912
48	354	73305	0.48	73659
49	388	73160	0.53	73548
50	388	72885	0.53	73273
51	376	72190	0.52	72566
52	401	72852	0.55	73253
53	387	72507	0.53	72894
54	434	72965	0.59	73399
55	386	72882	0.53	73268
56	386	72289	0.53	72675
57	385	72597	0.53	72982
58	365	72486	0.50	72851
59	404	72510	0.55	72914
60	359	71872	0.50	72231
61	386	71777	0.53	72163
62	348	71898	0.48	72246
63	362	71171	0.51	71533
64	377	71064	0.53	71441
65	323	71880	0.45	72203
66	366	71329	0.51	71695
67	353	71205	0.49	71558
68	342	70638	0.48	70980
69	323	71483	0.45	71806
70	362	71379	0.50	71741
71	326	70771	0.46	71097
72	323	70620	0.46	70943
73	340	70344	0.48	70684
74	317	70474	0.45	70791
75	311	70520	0.44	70831
76	332	70357	0.47	70689
77	298	69751	0.43	70049
78	303	69851	0.43	70154
79	306	70093	0.43	70399
80	305	69778	0.44	70083
81	331	69099	0.48	69430
82	331	68965	0.48	69296
83	287	69194	0.41	69481
84	313	68706	0.45	69019
85	330	69248	0.47	69578
86	312	68776	0.45	69088
87	315	68648	0.46	68963
88	282	68688	0.41	68970
89	326	68747	0.47	69073
90	317	68189	0.46	68506
91	311	68302	0.45	68613
92	311	68285	0.45	68596
93	294	67949	0.43	68243
94	310	68127	0.45	68437
95	291	67604	0.43	67895
96	256	67119	0.38	67375
97	292	67199	0.43	67491
98	294	66885	0.44	67179
99	304	66778	0.45	67082
100	278	66504	0.42	66782
101	292	66430	0.44	66722
102	274	65851	0.41	66125
103	293	65709	0.44	66002
104	311	65877	0.47	66188
105	301	65841	0.46	66142
106	260	65407	0.40	65667
107	277	65770	0.42	66047
108	307	65477	0.47	65784
109	269	65828	0.41	66097
110	260	65124	0.40	65384
111	266	64718	0.41	64984
112	264	65114	0.40	65378
113	264	64549	0.41	64813
114	275	64527	0.42	64802
115	255	64549	0.39	64804
116	273	64302	0.42	64575
117	272	64145	0.42	64417
118	242	63868	0.38	64110
119	298	64333	0.46	64631
120	252	63480	0.40	63732
121	293	63976	0.46	64269
122	263	63410	0.41	63673
123	265	63381	0.42	63646
124	269	63552	0.42	63821
125	256	63255	0.40	63511
126	265	64032	0.41	64297
127	276	63557	0.43	63833
128	244	63223	0.38	63467
129	240	63063	0.38	63303
130	268	62895	0.42	63163
131	249	63393	0.39	63642
132	263	62883	0.42	63146
133	279	62611	0.44	62890
134	245	62831	0.39	63076
135	276	62751	0.44	63027
136	286	62719	0.45	63005
137	258	62425	0.41	62683
138	263	61796	0.42	62059
139	261	61779	0.42	62040
140	259	61852	0.42	62111
141	257	62121	0.41	62378
142	259	61787	0.42	62046
143	251	61373	0.41	61624
144	281	61632	0.45	61913
145	242	60746	0.40	60988
146	1125	60099	1.84	61224
147	1316	58788	2.19	60104
148	1384	59799	2.26	61183
149	2628	58524	4.30	61152
150	2294	55490	3.97	57784
151	4646	51910	8.21	56556

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	2859	282061	1.00	284920
2	1845	247445	0.74	249290
3	1397	212962	0.65	214359
4	1375	215830	0.63	217205
5	1358	235154	0.57	236512
6	1382	243728	0.56	245110
7	1372	242271	0.56	243643
8	1430	251910	0.56	253340
9	1331	243985	0.54	245316
10	1170	226843	0.51	228013
11	1331	250597	0.53	251928
12	1287	251350	0.51	252637
13	1266	241123	0.52	242389
14	1217	237820	0.51	239037
15	1155	238726	0.48	239881
16	1193	237335	0.50	238528
17	1148	239008	0.48	240156
18	1162	238636	0.48	239798
19	1201	237869	0.50	239070
20	1099	238536	0.46	239635
21	1159	238660	0.48	239819
22	1148	237303	0.48	238451
23	1156	239099	0.48	240255
24	1118	237712	0.47	238830
25	1121	236532	0.47	237653
26	1116	237464	0.47	238580
27	1188	236037	0.50	237225
28	1152	236657	0.48	237809
29	1120	235597	0.47	236717
30	1093	235422	0.46	236515
31	1123	234270	0.48	235393
32	1052	235365	0.44	236417
33	1104	234793	0.47	235897
34	1055	234228	0.45	235283
35	1061	233992	0.45	235053
36	1075	232903	0.46	233978
37	1025	232201	0.44	233226
38	1029	233087	0.44	234116
39	1030	231922	0.44	232952
40	993	231933	0.43	232926
41	1001	230964	0.43	231965
42	1019	231417	0.44	232436
43	1024	230855	0.44	231879
44	1028	229831	0.45	230859
45	985	229916	0.43	230901
46	1015	230455	0.44	231470
47	986	229669	0.43	230655
48	910	228960	0.40	229870
49	1072	228614	0.47	229686
50	1028	228987	0.45	230015
51	1001	228594	0.44	229595
52	1015	227388	0.44	228403
53	975	228553	0.42	229528
54	856	227149	0.38	228005
55	916	227119	0.40	228035
56	961	227144	0.42	228105
57	931	226831	0.41	227762
58	953	226652	0.42	227605
59	953	225313	0.42	226266
60	941	225458	0.42	226399
61	853	224343	0.38	225196
62	912	224992	0.40	225904
63	938	223691	0.42	224629
64	898	223187	0.40	224085
65	880	223401	0.39	224281
66	888	222659	0.40	223547
67	901	222563	0.40	223464
68	912	222015	0.41	222927
69	894	221967	0.40	222861
70	880	220967	0.40	221847
71	870	220235	0.39	221105
72	813	220732	0.37	221545
73	853	219521	0.39	220374
74	832	218712	0.38	219544
75	796	217443	0.36	218239
76	833	219009	0.38	219842
77	868	217763	0.40	218631
78	852	217856	0.39	218708
79	834	216452	0.38	217286
80	844	215628	0.39	216472
81	746	215050	0.35	215796
82	765	214538	0.36	215303
83	823	214348	0.38	215171
84	804	213238	0.38	214042
85	760	212037	0.36	212797
86	767	212262	0.36	213029
87	764	210913	0.36	211677
88	779	210705	0.37	211484
89	800	210135	0.38	210935
90	761	210023	0.36	210784
91	811	209404	0.39	210215
92	697	209805	0.33	210502
93	728	207828	0.35	208556
94	774	208254	0.37	209028
95	730	207680	0.35	208410
96	747	206776	0.36	207523
97	790	205881	0.38	206671
98	759	205341	0.37	206100
99	752	204433	0.37	205185
100	718	203868	0.35	204586
101	773	203702	0.38	204475
102	755	203183	0.37	203938
103	772	202030	0.38	202802
104	718	202103	0.35	202821
105	759	201447	0.38	202206
106	761	201078	0.38	201839
107	757	200682	0.38	201439
108	728	199975	0.36	200703
109	700	199492	0.35	200192
110	720	199687	0.36	200407
111	740	198246	0.37	198986
112	725	198042	0.36	198767
113	685	198137	0.34	198822
114	705	197544	0.36	198249
115	738	196595	0.37	197333
116	747	196500	0.38	197247
117	725	195190	0.37	195915
118	698	195191	0.36	195889
119	686	194862	0.35	195548
120	679	194371	0.35	195050
121	697	194410	0.36	195107
122	722	194475	0.37	195197
123	688	193307	0.35	193995
124	714	193375	0.37	194089
125	688	192786	0.36	193474
126	659	192402	0.34	193061
127	703	192729	0.36	193432
128	753	191748	0.39	192501
129	733	192118	0.38	192851
130	683	191361	0.36	192044
131	722	191167	0.38	191889
132	680	190800	0.36	191480
133	652	191926	0.34	192578
134	711	190733	0.37	191444
135	642	190431	0.34	191073
136	667	191171	0.35	191838
137	722	191236	0.38	191958
138	660	191219	0.34	191879
139	709	191308	0.37	192017
140	751	191088	0.39	191839
141	704	189036	0.37	189740
142	705	188745	0.37	189450
143	702	187960	0.37	188662
144	719	186873	0.38	187592
145	693	184603	0.37	185296
146	2576	182522	1.39	185098
147	2988	180627	1.63	183615
148	3132	179579	1.71	182711
149	4626	175643	2.57	180269
150	7113	171757	3.98	178870
151	8828	162894	5.14	171722

